transaction_id,user_id,product_id,amount,payment_type,date,name,age,gender,city,registration_date,category,price,stock
T000809,U0043,P014,102.49,Debit Card,2023-09-16,Ira Roy,31.0,Male,Kolkata,2022-08-19,Beauty,3844.95,467.0
T000810,U0011,P028,39.6,Credit Card,2025-06-10,Myra Kapoor,28.0,Male,Nagpur,2022-03-22,Home,3602.11,250.0
T000811,U0052,P041,120.35,Debit Card,2024-06-12,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Home,3218.83,273.0
T000812,U0082,P047,61.47,Credit Card,2023-06-28,Ishaan Verma,34.0,Male,Lucknow,2024-02-29,Electronics,1846.57,300.0
T000813,U0100,P036,154.71,Net Banking,2024-10-29,Anaya Mukherjee,30.0,Other,Visakhapatnam,2022-04-29,Sports,1650.69,388.0
T000814,U0071,P034,36.11,Net Banking,2023-01-26,Kabir Roy,34.0,Female,Bengaluru,2022-01-10,Books,474.01,362.0
T000815,U0180,P040,154.71,Cash,2025-05-09,Reyansh Verma,53.0,Female,Bhopal,2022-04-27,Grocery,4011.76,36.0
T000816,U0029,P027,61.48,Debit Card,2023-10-31,Sara Roy,27.0,Other,Jaipur,2024-09-21,Toys,2241.45,134.0
T000817,U0146,P038,36.93,Cash,2023-07-25,Meera Patel,38.0,Other,Chennai,2023-04-22,Home,393.65,58.0
T000818,U0028,P037,40.84,Credit Card,2024-08-08,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,Clothing,1750.62,467.0
T000819,U0138,P023,45.05,Net Banking,2024-06-24,Aadhya Chopra,29.0,Other,Mumbai,2022-03-27,Books,1984.98,450.0
T000820,U0099,P042,70.42,Net Banking,2025-08-26,Vihaan Kulkarni,32.0,Female,Kanpur,2024-01-17,Home,4406.39,59.0
T000821,U0010,P012,74.72,UPI,2025-04-05,Diya Kulkarni,36.0,Female,Delhi,2024-01-18,Sports,4263.31,176.0
T000822,U0037,P040,38.7,Cash,2025-04-02,Aarav Patel,33.0,Female,Surat,2022-09-03,Grocery,4011.76,36.0
T000823,U0010,P026,53.81,UPI,2024-05-01,Diya Kulkarni,36.0,Female,Delhi,2024-01-18,Beauty,3490.97,332.0
T000824,U0013,P048,154.71,Net Banking,2024-07-04,Diya Chopra,33.0,Male,Bengaluru,2022-02-16,Clothing,3666.72,295.0
T000825,U0096,P002,153.93,UPI,2024-09-12,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,Grocery,605.91,150.0
T000826,U0080,P018,70.94,Net Banking,2023-07-21,Ishaan Amin,18.0,Female,Jaipur,2024-07-16,Electronics,2390.82,158.0
T000827,U0059,P009,55.86,UPI,2025-06-26,Vivaan Iyer,34.0,Female,Mumbai,2023-02-04,Clothing,1799.44,163.0
T000828,U0199,P021,58.68,UPI,2025-05-03,Meera Roy,32.0,Male,Ghaziabad,2022-02-10,Books,3055.12,169.0
T000829,U0155,P042,78.89,Credit Card,2024-01-20,Diya Roy,34.0,Other,Ahmedabad,2023-03-22,Home,4406.39,59.0
T000830,U0114,P014,29.56,Net Banking,2025-09-19,Sai Singh,51.0,Male,Chennai,2022-05-31,Beauty,3844.95,467.0
T000831,U0195,P034,46.79,UPI,2023-04-26,Ishaan Reddy,33.0,Male,Delhi,2022-06-19,Books,474.01,362.0
T000832,U0132,P011,21.28,Credit Card,2024-09-29,Aarav Chopra,32.0,Female,Bhopal,2022-01-07,Electronics,1410.29,36.0
T000833,U0182,P033,69.38,Net Banking,2023-10-05,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Clothing,3874.48,45.0
T000834,U0200,P034,80.5,Cash,2023-03-01,Kiara Nair,22.0,Other,Jaipur,2022-01-27,Books,474.01,362.0
T000835,U0045,P013,40.86,Debit Card,2023-04-29,Sai Chopra,20.0,Male,Mumbai,2022-03-14,Beauty,3354.37,155.0
T000836,U0064,P003,140.39,Net Banking,2023-04-14,Ira Amin,22.0,Male,Delhi,2024-09-10,Beauty,3027.98,127.0
T000837,U0093,P046,26.17,Debit Card,2024-07-15,Meera Ghosh,26.0,Male,Thane,2022-12-25,Toys,4406.39,267.0
T000838,U0095,P030,22.68,Cash,2025-03-23,Muhammad Bose,28.0,Female,Jaipur,2024-06-04,Home,685.55,36.0
T000839,U0163,P008,62.47,Wallet,2023-03-04,Sara Khan,41.0,Other,Mumbai,2023-06-14,Books,4406.39,161.0
T000840,U0062,P024,102.34,Net Banking,2025-07-02,Muhammad Verma,30.0,Other,Vadodara,2022-03-04,Home,2509.0,267.0
T000841,U0046,P031,149.96,Cash,2024-12-17,Vivaan Ghosh,26.0,Male,Delhi,2024-05-30,Grocery,3035.94,111.0
T000842,U0089,P011,41.46,UPI,2023-07-05,Kiara Kulkarni,27.0,Other,Ahmedabad,2024-08-05,Electronics,1410.29,36.0
T000843,U0073,P002,104.29,Net Banking,2023-04-12,Aarohi Das,31.0,Other,Jaipur,2022-05-16,Grocery,605.91,150.0
T000844,U0042,P037,53.35,Debit Card,2024-03-29,Muhammad Singh,33.0,Female,Kanpur,2023-03-25,Clothing,1750.62,467.0
T000845,U0166,P015,49.23,Wallet,2024-02-28,Meera Roy,35.0,Male,Bengaluru,2022-10-29,Books,2286.25,251.0
T000846,U0069,P042,92.78,Net Banking,2023-02-11,Ira Nair,34.0,Female,Chennai,2023-11-17,Home,4406.39,59.0
T000847,U0200,P050,80.75,Wallet,2023-01-19,Kiara Nair,22.0,Other,Jaipur,2022-01-27,Toys,2833.37,45.0
T000848,U0122,P009,21.28,Wallet,2023-12-21,Myra Kulkarni,24.0,Other,Visakhapatnam,2023-03-13,Clothing,1799.44,163.0
T000849,U0154,P001,132.41,Debit Card,2024-05-31,Kiara Joshi,33.0,Male,Indore,2024-09-10,Grocery,393.65,371.0
T000850,U0156,P020,124.97,Wallet,2024-07-17,Reyansh Amin,26.0,Other,Jaipur,2023-09-23,Toys,1595.75,428.0
T000851,U0109,P025,37.51,UPI,2025-07-29,Aarav Singh,34.0,Female,Chennai,2023-03-17,Electronics,1408.97,272.0
T000852,U0065,P014,69.23,Net Banking,2024-09-10,Ira Gupta,38.0,Male,Bengaluru,2023-09-02,Beauty,3844.95,467.0
T000853,U0174,P034,73.44,Cash,2025-03-24,Ira Kulkarni,34.0,Female,Hyderabad,2024-05-02,Books,474.01,362.0
T000854,U0150,P007,63.84,Credit Card,2025-02-05,Muhammad Gupta,34.0,Other,Kolkata,2022-04-15,Books,2084.59,134.0
T000855,U0144,P042,39.24,Cash,2024-08-01,Aditya Verma,33.0,Male,Kolkata,2022-07-24,Home,4406.39,59.0
T000856,U0077,P044,36.49,Credit Card,2025-09-13,Vihaan Reddy,32.0,Female,Hyderabad,2024-06-30,Beauty,1655.45,268.0
T000857,U0017,P022,53.77,UPI,2024-10-27,Ishaan Gupta,23.0,Other,Pune,2023-07-01,Electronics,3207.91,466.0
T000858,U0071,P017,110.35,Wallet,2024-09-03,Kabir Roy,34.0,Female,Bengaluru,2022-01-10,Beauty,3697.53,235.0
T000859,U0049,P010,75.65,Cash,2024-05-07,Saanvi Chopra,34.0,Female,Kolkata,2024-03-14,Sports,1315.44,77.0
T000860,U0015,P039,43.71,Net Banking,2024-10-16,Vihaan Bose,18.0,Female,Thane,2023-10-13,Grocery,4167.72,453.0
T000861,U0175,P009,86.75,Wallet,2023-02-22,Muhammad Singh,34.0,Male,Kanpur,2022-07-03,Clothing,1799.44,163.0
T000862,U0168,P032,21.28,UPI,2024-06-15,Saanvi Mehta,47.0,Female,Vadodara,2023-06-28,Books,2913.02,176.0
T000863,U0108,P026,108.77,Net Banking,2023-03-14,Saanvi Singh,33.0,Female,Vadodara,2024-05-03,Beauty,3490.97,332.0
T000864,U0150,P046,21.28,Cash,2024-01-24,Muhammad Gupta,34.0,Other,Kolkata,2022-04-15,Toys,4406.39,267.0
T000865,U0088,P047,43.93,Wallet,2024-03-31,Sai Patel,34.0,Female,Vadodara,2024-06-24,Electronics,1846.57,300.0
T000866,U0176,P035,27.89,Wallet,2025-09-01,Kabir Sharma,38.0,Other,Vadodara,2022-05-10,Sports,2998.97,82.0
T000867,U0172,P023,25.11,Cash,2024-09-06,Vihaan Kapoor,25.0,Other,Pune,2022-07-16,Books,1984.98,450.0
T000868,U0044,P043,109.56,Cash,2024-01-06,Aditya Nair,29.0,Male,Patna,2023-07-22,Home,3416.65,309.0
T000869,U0076,P007,41.24,Net Banking,2023-09-20,Ira Sharma,38.0,Other,Vadodara,2022-11-03,Books,2084.59,134.0
T000870,U0190,P017,67.22,Wallet,2024-01-10,Aarav Mukherjee,19.0,Female,Ghaziabad,2023-04-27,Beauty,3697.53,235.0
T000871,U0175,P022,53.08,Wallet,2023-07-02,Muhammad Singh,34.0,Male,Kanpur,2022-07-03,Electronics,3207.91,466.0
T000872,U0057,P023,72.69,Debit Card,2024-09-20,Aarav Gupta,25.0,Male,Pune,2023-02-21,Books,1984.98,450.0
T000873,U0108,P022,57.17,UPI,2024-06-17,Saanvi Singh,33.0,Female,Vadodara,2024-05-03,Electronics,3207.91,466.0
T000874,U0150,P019,25.28,Net Banking,2023-08-30,Muhammad Gupta,34.0,Other,Kolkata,2022-04-15,Home,523.79,441.0
T000875,U0121,P004,99.26,Wallet,2023-05-26,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,Toys,2600.12,229.0
T000876,U0121,P013,40.6,Cash,2023-09-03,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,Beauty,3354.37,155.0
T000877,U0175,P025,21.46,Cash,2024-09-03,Muhammad Singh,34.0,Male,Kanpur,2022-07-03,Electronics,1408.97,272.0
T000878,U0106,P004,42.23,Debit Card,2023-10-09,Aadhya Singh,35.0,Other,Ahmedabad,2022-07-16,Toys,2600.12,229.0
T000879,U0052,P022,134.35,Net Banking,2025-07-26,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Electronics,3207.91,466.0
T000880,U0037,P021,90.93,Wallet,2024-01-05,Aarav Patel,33.0,Female,Surat,2022-09-03,Books,3055.12,169.0
T000881,U0200,P006,44.29,Net Banking,2024-11-12,Kiara Nair,22.0,Other,Jaipur,2022-01-27,Clothing,3250.7,467.0
T000882,U0162,P012,44.28,UPI,2023-04-29,Muhammad Mehta,38.0,Female,Lucknow,2022-10-14,Sports,4263.31,176.0
T000883,U0002,P029,45.02,UPI,2024-03-04,Sai Reddy,30.0,Other,Hyderabad,2023-11-24,Clothing,393.65,289.0
T000884,U0195,P050,154.71,Debit Card,2023-11-21,Ishaan Reddy,33.0,Male,Delhi,2022-06-19,Toys,2833.37,45.0
T000885,U0126,P049,68.66,Credit Card,2023-09-23,Myra Gupta,49.0,Other,Surat,2022-08-29,Home,1701.17,159.0
T000886,U0158,P028,70.67,Wallet,2025-05-29,Saanvi Khan,35.0,Female,Kolkata,2024-04-30,Home,3602.11,250.0
T000887,U0104,P028,101.31,Net Banking,2025-02-24,Anaya Kulkarni,25.0,Female,Hyderabad,2024-01-08,Home,3602.11,250.0
T000888,U0002,P003,63.01,Cash,2024-02-13,Sai Reddy,30.0,Other,Hyderabad,2023-11-24,Beauty,3027.98,127.0
T000889,U0188,P024,46.74,Credit Card,2024-10-21,Muhammad Das,31.0,Female,Bengaluru,2022-06-10,Home,2509.0,267.0
T000890,U0194,P034,48.53,Debit Card,2023-02-06,Vihaan Kapoor,22.0,Male,Ahmedabad,2024-07-19,Books,474.01,362.0
T000891,U0174,P001,52.3,Wallet,2024-05-24,Ira Kulkarni,34.0,Female,Hyderabad,2024-05-02,Grocery,393.65,371.0
T000892,U0058,P045,53.39,UPI,2024-10-01,Meera Joshi,29.0,Male,Nagpur,2024-07-13,Grocery,992.11,139.0
T000893,U0034,P007,84.49,Net Banking,2025-10-27,Vihaan Singh,23.0,Other,Visakhapatnam,2023-09-16,Books,2084.59,134.0
T000894,U0151,P020,56.33,Debit Card,2023-05-14,Kabir Kulkarni,34.0,Male,Patna,2024-03-12,Toys,1595.75,428.0
T000895,U0012,P020,84.74,UPI,2025-07-22,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,Toys,1595.75,428.0
T000896,U0187,P034,52.02,Cash,2024-11-22,Vivaan Kulkarni,35.0,Other,Hyderabad,2024-08-28,Books,474.01,362.0
T000897,U0112,P044,57.24,Debit Card,2024-12-02,Meera Iyer,31.0,Other,Bengaluru,2022-10-18,Beauty,1655.45,268.0
T000898,U0126,P023,21.28,Debit Card,2023-12-04,Myra Gupta,49.0,Other,Surat,2022-08-29,Books,1984.98,450.0
T000899,U0104,P002,94.61,Debit Card,2024-04-04,Anaya Kulkarni,25.0,Female,Hyderabad,2024-01-08,Grocery,605.91,150.0
T000900,U0187,P009,67.21,Debit Card,2023-02-14,Vivaan Kulkarni,35.0,Other,Hyderabad,2024-08-28,Clothing,1799.44,163.0
T000901,U0151,P033,99.37,Debit Card,2023-09-10,Kabir Kulkarni,34.0,Male,Patna,2024-03-12,Clothing,3874.48,45.0
T000902,U0094,P046,21.28,Wallet,2023-03-18,Kabir Ghosh,29.0,Male,Mumbai,2023-11-07,Toys,4406.39,267.0
T000903,U0097,P041,154.71,UPI,2023-04-10,Aarohi Nair,34.0,Male,Hyderabad,2024-06-17,Home,3218.83,273.0
T000904,U0153,P004,50.21,Wallet,2023-08-10,Diya Gupta,26.0,Other,Lucknow,2022-01-13,Toys,2600.12,229.0
T000905,U0168,P002,106.16,Credit Card,2023-08-26,Saanvi Mehta,47.0,Female,Vadodara,2023-06-28,Grocery,605.91,150.0
T000906,U0107,P029,29.26,Net Banking,2023-09-11,Kiara Bose,47.0,Other,Pune,2023-09-23,Clothing,393.65,289.0
T000907,U0141,P017,78.86,Net Banking,2023-11-10,Anaya Nair,33.0,Female,Jaipur,2024-02-10,Beauty,3697.53,235.0
T000908,U0053,P045,29.02,Wallet,2023-01-20,Anaya Patel,26.0,Male,Chennai,2022-07-14,Grocery,992.11,139.0
T000909,U0078,P027,37.55,Wallet,2023-07-26,Vihaan Kapoor,29.0,Male,Jaipur,2022-10-16,Toys,2241.45,134.0
T000910,U0170,P034,154.71,UPI,2023-10-08,Diya Roy,25.0,Female,Surat,2022-09-15,Books,474.01,362.0
T000911,U0108,P007,48.7,Cash,2023-08-30,Saanvi Singh,33.0,Female,Vadodara,2024-05-03,Books,2084.59,134.0
T000912,U0073,P008,62.21,Credit Card,2025-10-16,Aarohi Das,31.0,Other,Jaipur,2022-05-16,Books,4406.39,161.0
T000913,U0051,P039,92.02,Debit Card,2024-06-22,Kiara Mehta,34.0,Female,Indore,2023-04-24,Grocery,4167.72,453.0
T000914,U0134,P013,73.51,UPI,2025-04-19,Aarohi Kulkarni,35.0,Male,Bhopal,2022-08-13,Beauty,3354.37,155.0
T000915,U0076,P011,59.75,Credit Card,2025-10-13,Ira Sharma,38.0,Other,Vadodara,2022-11-03,Electronics,1410.29,36.0
T000916,U0054,P045,67.96,Net Banking,2024-11-08,Aarohi Roy,36.0,Male,Indore,2022-07-07,Grocery,992.11,139.0
T000917,U0061,P001,154.71,Credit Card,2023-07-02,Aarohi Joshi,28.0,Male,Chennai,2022-10-31,Grocery,393.65,371.0
T000918,U0029,P037,52.74,Wallet,2025-10-08,Sara Roy,27.0,Other,Jaipur,2024-09-21,Clothing,1750.62,467.0
T000919,U0039,P006,61.6,Cash,2023-06-03,Meera Gupta,21.0,Other,Ahmedabad,2022-05-12,Clothing,3250.7,467.0
T000920,U0186,P047,102.55,Credit Card,2024-06-08,Saanvi Mukherjee,37.0,Female,Patna,2023-09-28,Electronics,1846.57,300.0
T000921,U0165,P015,105.99,Net Banking,2024-08-29,Aarohi Ghosh,39.0,Other,Bhopal,2023-10-24,Books,2286.25,251.0
T000922,U0068,P030,111.3,Credit Card,2023-07-24,Sara Gupta,40.0,Female,Patna,2023-08-02,Home,685.55,36.0
T000923,U0045,P003,80.1,UPI,2025-01-07,Sai Chopra,20.0,Male,Mumbai,2022-03-14,Beauty,3027.98,127.0
T000924,U0174,P021,27.5,Net Banking,2023-08-26,Ira Kulkarni,34.0,Female,Hyderabad,2024-05-02,Books,3055.12,169.0
T000925,U0025,P049,145.48,Credit Card,2023-01-20,Saanvi Bose,27.0,Female,Kolkata,2022-05-22,Home,1701.17,159.0
T000926,U0036,P043,27.45,Wallet,2023-12-16,Ira Sharma,22.0,Other,Lucknow,2023-05-16,Home,3416.65,309.0
T000927,U0085,P023,65.47,Net Banking,2024-07-03,Arjun Kapoor,25.0,Male,Kanpur,2023-08-20,Books,1984.98,450.0
T000928,U0188,P006,34.72,UPI,2024-12-02,Muhammad Das,31.0,Female,Bengaluru,2022-06-10,Clothing,3250.7,467.0
T000929,U0047,P008,52.54,Net Banking,2025-03-30,Anaya Gupta,28.0,Other,Kolkata,2022-10-13,Books,4406.39,161.0
T000930,U0117,P018,66.5,Net Banking,2025-09-06,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,Electronics,2390.82,158.0
T000931,U0108,P042,66.21,Debit Card,2023-08-20,Saanvi Singh,33.0,Female,Vadodara,2024-05-03,Home,4406.39,59.0
T000932,U0034,P045,70.33,Wallet,2023-05-01,Vihaan Singh,23.0,Other,Visakhapatnam,2023-09-16,Grocery,992.11,139.0
T000933,U0041,P007,143.77,Net Banking,2025-09-15,Sara Mukherjee,37.0,Male,Vadodara,2024-02-13,Books,2084.59,134.0
T000934,U0146,P044,71.67,Net Banking,2024-01-07,Meera Patel,38.0,Other,Chennai,2023-04-22,Beauty,1655.45,268.0
T000935,U0157,P025,47.16,UPI,2023-03-01,Aarohi Joshi,46.0,Female,Indore,2024-04-25,Electronics,1408.97,272.0
T000936,U0176,P047,97.36,Debit Card,2025-09-16,Kabir Sharma,38.0,Other,Vadodara,2022-05-10,Electronics,1846.57,300.0
T000937,U0125,P008,111.46,Net Banking,2025-06-21,Ira Joshi,36.0,Other,Kolkata,2022-10-09,Books,4406.39,161.0
T000938,U0012,P005,26.14,UPI,2024-10-05,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,Books,1178.99,36.0
T000939,U0004,P046,78.14,Wallet,2024-04-03,Aarav Gupta,44.0,Male,Kolkata,2023-06-02,Toys,4406.39,267.0
T000940,U0172,P022,83.15,Cash,2023-07-15,Vihaan Kapoor,25.0,Other,Pune,2022-07-16,Electronics,3207.91,466.0
T000941,U0111,P043,45.67,Wallet,2024-05-24,Myra Roy,18.0,Other,Chennai,2023-06-08,Home,3416.65,309.0
T000942,U0124,P023,124.64,Wallet,2025-02-27,Ishaan Ghosh,20.0,Other,Jaipur,2024-02-24,Books,1984.98,450.0
T000943,U0039,P036,49.9,Cash,2023-04-22,Meera Gupta,21.0,Other,Ahmedabad,2022-05-12,Sports,1650.69,388.0
T000944,U0003,P042,58.87,Debit Card,2025-11-01,Aarohi Gupta,37.0,Other,Indore,2022-02-02,Home,4406.39,59.0
T000945,U0121,P032,49.21,Debit Card,2023-06-03,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,Books,2913.02,176.0
T000946,U0193,P032,55.11,UPI,2024-05-08,Ishaan Chopra,33.0,Other,Chennai,2023-03-12,Books,2913.02,176.0
T000947,U0085,P018,28.28,Credit Card,2024-04-01,Arjun Kapoor,25.0,Male,Kanpur,2023-08-20,Electronics,2390.82,158.0
T000948,U0141,P042,23.01,Net Banking,2025-04-05,Anaya Nair,33.0,Female,Jaipur,2024-02-10,Home,4406.39,59.0
T000949,U0061,P006,142.12,Net Banking,2025-06-28,Aarohi Joshi,28.0,Male,Chennai,2022-10-31,Clothing,3250.7,467.0
T000950,U0147,P029,32.85,Credit Card,2025-10-17,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Clothing,393.65,289.0
T000951,U0115,P021,30.12,Credit Card,2025-10-15,Aarav Verma,30.0,Male,Bhopal,2023-09-18,Books,3055.12,169.0
T000952,U0191,P042,21.28,Credit Card,2023-07-30,Kabir Verma,28.0,Male,Surat,2023-12-25,Home,4406.39,59.0
T000953,U0104,P027,37.21,Credit Card,2023-01-01,Anaya Kulkarni,25.0,Female,Hyderabad,2024-01-08,Toys,2241.45,134.0
T000954,U0024,P039,24.68,Cash,2024-09-15,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,Grocery,4167.72,453.0
T000955,U0131,P036,146.23,Debit Card,2025-07-23,Muhammad Mukherjee,19.0,Female,Patna,2024-08-26,Sports,1650.69,388.0
T000956,U0088,P024,100.07,Credit Card,2024-04-01,Sai Patel,34.0,Female,Vadodara,2024-06-24,Home,2509.0,267.0
T000957,U0117,P022,36.13,Cash,2025-08-26,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,Electronics,3207.91,466.0
T000958,U0184,P043,154.71,UPI,2025-07-15,Kiara Kulkarni,35.0,Other,Ghaziabad,2022-08-20,Home,3416.65,309.0
T000959,U0030,P007,98.4,Wallet,2024-03-30,Aarohi Sharma,29.0,Other,Hyderabad,2023-11-30,Books,2084.59,134.0
T000960,U0001,P022,44.93,UPI,2024-08-20,Vihaan Sharma,35.0,Other,Jaipur,2022-09-08,Electronics,3207.91,466.0
T000961,U0141,P034,21.28,UPI,2023-08-06,Anaya Nair,33.0,Female,Jaipur,2024-02-10,Books,474.01,362.0
T000962,U0012,P011,154.71,Net Banking,2023-10-15,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,Electronics,1410.29,36.0
T000963,U0184,P048,23.72,Wallet,2025-04-18,Kiara Kulkarni,35.0,Other,Ghaziabad,2022-08-20,Clothing,3666.72,295.0
T000964,U0028,P017,21.28,Cash,2024-02-06,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,Beauty,3697.53,235.0
T000965,U0049,P008,100.84,Net Banking,2024-03-17,Saanvi Chopra,34.0,Female,Kolkata,2024-03-14,Books,4406.39,161.0
T000966,U0118,P013,154.71,Wallet,2024-11-23,Aarav Patel,22.0,Female,Kolkata,2022-06-30,Beauty,3354.37,155.0
T000967,U0028,P049,125.28,Net Banking,2023-04-06,Kiara Kulkarni,35.0,Male,Nagpur,2023-01-26,Home,1701.17,159.0
T000968,U0163,P044,76.58,Cash,2023-09-10,Sara Khan,41.0,Other,Mumbai,2023-06-14,Beauty,1655.45,268.0
T000969,U0198,P029,78.01,Net Banking,2025-10-29,Kabir Bose,33.0,Female,Visakhapatnam,2023-07-07,Clothing,393.65,289.0
T000970,U0035,P032,91.11,Credit Card,2023-04-10,Muhammad Reddy,38.0,Female,Pune,2023-07-07,Books,2913.02,176.0
T000971,U0142,P028,86.09,Cash,2025-09-16,Kiara Khan,42.0,Male,Bhopal,2022-01-20,Home,3602.11,250.0
T000972,U0131,P050,64.63,Debit Card,2023-12-22,Muhammad Mukherjee,19.0,Female,Patna,2024-08-26,Toys,2833.37,45.0
T000973,U0188,P009,58.12,Credit Card,2025-03-04,Muhammad Das,31.0,Female,Bengaluru,2022-06-10,Clothing,1799.44,163.0
T000974,U0169,P039,52.59,Cash,2024-10-21,Diya Mukherjee,30.0,Other,Vadodara,2022-12-05,Grocery,4167.72,453.0
T000975,U0130,P025,34.73,Net Banking,2024-05-23,Anaya Kapoor,27.0,Female,Indore,2022-03-05,Electronics,1408.97,272.0
T000976,U0071,P026,46.14,UPI,2024-08-25,Kabir Roy,34.0,Female,Bengaluru,2022-01-10,Beauty,3490.97,332.0
T000977,U0116,P009,21.28,Debit Card,2025-04-25,Aditya Roy,34.0,Female,Patna,2022-07-19,Clothing,1799.44,163.0
T000978,U0155,P045,51.47,Wallet,2024-09-04,Diya Roy,34.0,Other,Ahmedabad,2023-03-22,Grocery,992.11,139.0
T000979,U0180,P036,30.17,UPI,2024-03-21,Reyansh Verma,53.0,Female,Bhopal,2022-04-27,Sports,1650.69,388.0
T000980,U0052,P014,28.16,Cash,2024-08-18,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Beauty,3844.95,467.0
T000981,U0176,P023,60.82,Wallet,2023-09-29,Kabir Sharma,38.0,Other,Vadodara,2022-05-10,Books,1984.98,450.0
T000982,U0182,P042,125.86,Debit Card,2025-10-28,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Home,4406.39,59.0
T000983,U0139,P045,94.73,Wallet,2024-10-22,Kiara Reddy,38.0,Female,Pune,2022-02-21,Grocery,992.11,139.0
T000984,U0182,P008,21.28,UPI,2025-09-10,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Books,4406.39,161.0
T000985,U0150,P037,30.15,Wallet,2025-05-04,Muhammad Gupta,34.0,Other,Kolkata,2022-04-15,Clothing,1750.62,467.0
T000986,U0173,P048,96.01,Cash,2024-08-08,Muhammad Joshi,31.0,Female,Patna,2024-09-27,Clothing,3666.72,295.0
T000987,U0109,P001,30.28,Cash,2023-08-07,Aarav Singh,34.0,Female,Chennai,2023-03-17,Grocery,393.65,371.0
T000988,U0007,P025,47.71,Debit Card,2023-04-19,Ishaan Sharma,44.0,Male,Indore,2022-12-15,Electronics,1408.97,272.0
T000989,U0172,P004,75.95,Debit Card,2024-06-30,Vihaan Kapoor,25.0,Other,Pune,2022-07-16,Toys,2600.12,229.0
T000990,U0193,P011,30.54,UPI,2024-05-28,Ishaan Chopra,33.0,Other,Chennai,2023-03-12,Electronics,1410.29,36.0
T000991,U0038,P004,58.16,Wallet,2024-08-27,Vivaan Ghosh,18.0,Other,Bengaluru,2022-03-29,Toys,2600.12,229.0
T000992,U0053,P049,24.52,Cash,2023-03-08,Anaya Patel,26.0,Male,Chennai,2022-07-14,Home,1701.17,159.0
T000993,U0092,P029,38.06,Credit Card,2024-04-04,Reyansh Patel,39.0,Female,Delhi,2024-05-29,Clothing,393.65,289.0
T000994,U0191,P042,66.15,Cash,2025-03-07,Kabir Verma,28.0,Male,Surat,2023-12-25,Home,4406.39,59.0
T000995,U0061,P033,21.28,Wallet,2024-08-12,Aarohi Joshi,28.0,Male,Chennai,2022-10-31,Clothing,3874.48,45.0
T000996,U0178,P043,71.11,Credit Card,2025-02-20,Arjun Joshi,43.0,Male,Mumbai,2023-08-11,Home,3416.65,309.0
T000997,U0100,P027,53.96,Wallet,2024-10-02,Anaya Mukherjee,30.0,Other,Visakhapatnam,2022-04-29,Toys,2241.45,134.0
T000998,U0142,P004,76.06,Credit Card,2024-05-29,Kiara Khan,42.0,Male,Bhopal,2022-01-20,Toys,2600.12,229.0
T000999,U0052,P040,62.45,Net Banking,2024-04-06,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Grocery,4011.76,36.0
T001000,U0163,P046,123.78,Wallet,2025-01-23,Sara Khan,41.0,Other,Mumbai,2023-06-14,Toys,4406.39,267.0
